task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags
4028,Enhance security for API,Grace,DevOps,Medium,Pending,28-07-2025,07-08-2025,9,,"setup, frontend, testing"
4029,Update mobile app UI,Eve,Backend,High,Completed,14-07-2025,03-08-2025,15,1,"payment, optimization"
4030,Enhance security for API,Frank,QA,High,Completed,28-09-2025,10-10-2025,8,6,frontend
4031,Update mobile app UI,Eve,QA,Medium,Pending,22-05-2025,28-05-2025,8,,"frontend, api, setup"
4032,Implement search functionality,Frank,Frontend,Medium,Completed,27-07-2025,05-08-2025,3,1,"feedback, optimization"
4033,Fix bug in login module,David,Backend,Medium,Pending,29-08-2025,13-09-2025,16,,"design, dashboard"
4034,Collect user feedback,Bob,Data,High,Pending,18-09-2025,30-09-2025,5,,"deployment, integration, db"
4035,Write unit tests for backend,Grace,QA,Low,Pending,18-08-2025,20-08-2025,2,,"design, integration, dashboard"
4036,Deploy application to staging,Bob,QA,Medium,In Progress,02-05-2025,14-05-2025,8,,"backend, alert, frontend"
4037,Setup CI/CD pipeline,Eve,DevOps,High,Pending,17-09-2025,29-09-2025,13,,design
4038,Create dashboard UI,Hannah,Backend,Medium,Pending,20-06-2025,07-07-2025,13,,"deployment, api, optimization"
4039,Implement search functionality,Grace,Frontend,Medium,Completed,04-08-2025,07-08-2025,15,8,"deployment, integration"
4040,Setup project database,Bob,DevOps,Low,In Progress,28-07-2025,18-08-2025,5,,"integration, testing, feedback"
4041,Conduct code review,Frank,Backend,High,In Progress,20-06-2025,29-06-2025,8,,"backend, frontend, db"
4042,Prepare deployment scripts,Carol,Data,Medium,Pending,05-05-2025,07-05-2025,11,,"backend, dashboard"
4043,Collect user feedback,Alice,UI/UX,Medium,Pending,15-07-2025,16-07-2025,4,,"backend, feedback, payment"
4044,Integrate payment gateway,Carol,Data,Medium,Pending,12-09-2025,03-10-2025,1,,"feedback, api"
4045,Design login page,Alice,Mobile,Low,Pending,02-10-2025,13-10-2025,8,,integration
4046,Analyze user activity data,Grace,Backend,High,In Progress,07-05-2025,23-05-2025,10,,"alert, design"
4047,Create dashboard UI,Carol,QA,High,Pending,21-05-2025,27-05-2025,7,,feedback
4048,Design login page,David,Mobile,Medium,In Progress,24-08-2025,01-09-2025,14,,"deployment, alert, api"
4049,Write unit tests for backend,Eve,DevOps,Medium,Completed,13-05-2025,26-05-2025,6,1,"design, alert"
4050,Update mobile app UI,Carol,DevOps,High,Completed,23-04-2025,25-04-2025,1,1,"api, integration"
4051,Implement search functionality,Carol,Frontend,Low,Completed,07-06-2025,19-06-2025,5,3,"dashboard, setup"
4052,Optimize database queries,Hannah,QA,High,Completed,29-07-2025,30-07-2025,3,2,dashboard
4053,Conduct code review,Grace,Data,High,In Progress,05-05-2025,11-05-2025,6,,"payment, setup, deployment"
4054,Collect user feedback,Grace,DevOps,Low,In Progress,18-08-2025,06-09-2025,13,,testing
4055,Fix bug in login module,Carol,Mobile,Low,Completed,18-07-2025,01-08-2025,5,2,"setup, optimization"
4056,Create dashboard UI,Alice,DevOps,Medium,Pending,10-07-2025,23-07-2025,2,,"testing, alert, optimization"
4057,Design login page,Hannah,Backend,Low,Pending,02-10-2025,21-10-2025,9,,backend
4058,Implement search functionality,David,Data,Medium,In Progress,08-10-2025,11-10-2025,12,,"design, db"
4059,Update mobile app UI,Grace,DevOps,Medium,Completed,16-04-2025,04-05-2025,12,4,"optimization, feedback"
4060,Enhance security for API,Eve,Backend,Medium,Completed,12-09-2025,23-09-2025,4,1,deployment
4061,Analyze user activity data,Hannah,UI/UX,Medium,In Progress,28-08-2025,02-09-2025,1,,"testing, optimization, feedback"
4062,Improve page load performance,David,DevOps,High,Completed,07-10-2025,23-10-2025,1,1,testing
4063,Integrate payment gateway,Eve,Data,High,In Progress,26-06-2025,07-07-2025,1,,"testing, api"
4064,Update mobile app UI,Eve,Backend,Medium,Completed,15-08-2025,02-09-2025,9,4,frontend
4065,Improve page load performance,Frank,Backend,Medium,Pending,14-07-2025,17-07-2025,9,,design
4066,Develop notification system,Grace,QA,Medium,Pending,29-06-2025,08-07-2025,9,,"dashboard, payment, feedback"
4067,Create marketing landing page,Grace,DevOps,High,In Progress,09-07-2025,15-07-2025,11,,"dashboard, setup, alert"
4068,Setup project database,Eve,UI/UX,Medium,Pending,26-06-2025,07-07-2025,9,,"setup, optimization, feedback"
4069,Setup project database,Carol,Frontend,High,In Progress,12-10-2025,24-10-2025,5,,"feedback, design"
4070,Setup project database,Hannah,Data,High,Pending,21-09-2025,12-10-2025,10,,optimization
4071,Optimize database queries,Hannah,Mobile,Medium,Pending,27-08-2025,13-09-2025,13,,payment
4072,Optimize database queries,Alice,DevOps,High,Pending,19-06-2025,23-06-2025,10,,deployment
4073,Improve page load performance,Eve,UI/UX,Low,Pending,11-06-2025,15-06-2025,13,,"payment, design, db"
4074,Integrate payment gateway,Carol,UI/UX,High,In Progress,24-08-2025,06-09-2025,2,,"setup, db, api"
4075,Write unit tests for backend,Frank,UI/UX,Medium,In Progress,24-08-2025,13-09-2025,16,,"optimization, frontend"
4076,Analyze user activity data,Bob,Frontend,High,Completed,28-07-2025,17-08-2025,8,7,"dashboard, payment"
4077,Setup CI/CD pipeline,Alice,Frontend,Medium,Pending,01-05-2025,09-05-2025,6,,setup
4078,Enhance security for API,Grace,QA,High,In Progress,19-07-2025,21-07-2025,12,,"backend, deployment, testing"
4079,Write unit tests for backend,Alice,DevOps,Medium,Completed,04-05-2025,13-05-2025,8,4,"frontend, setup, integration"
4080,Collect user feedback,Frank,DevOps,Medium,In Progress,15-06-2025,21-06-2025,3,,deployment
4081,Collect user feedback,Frank,QA,Low,Completed,13-10-2025,22-10-2025,5,2,"optimization, alert, testing"
4082,Deploy application to staging,Carol,Data,Medium,Completed,08-10-2025,25-10-2025,9,9,frontend
4083,Create marketing landing page,Hannah,Frontend,Medium,Pending,23-05-2025,29-05-2025,6,,setup
4084,Create marketing landing page,Eve,QA,High,In Progress,15-07-2025,21-07-2025,16,,design
4085,Setup CI/CD pipeline,Grace,UI/UX,High,Completed,08-10-2025,20-10-2025,5,2,"optimization, alert"
4086,Implement search functionality,David,Mobile,Medium,In Progress,12-08-2025,14-08-2025,15,,integration
4087,Deploy application to staging,David,Data,Medium,Pending,01-05-2025,13-05-2025,15,,dashboard
4088,Collect user feedback,Hannah,Data,Low,Completed,20-08-2025,01-09-2025,15,6,"feedback, integration"
4089,Deploy application to staging,Bob,Mobile,Medium,Pending,07-05-2025,11-05-2025,12,,"db, testing, frontend"
4090,Setup project database,Frank,Frontend,High,Pending,05-05-2025,11-05-2025,15,,"deployment, dashboard"
4091,Implement search functionality,Frank,Frontend,Medium,Completed,13-07-2025,25-07-2025,14,6,optimization
4092,Update mobile app UI,Grace,DevOps,High,Completed,10-06-2025,25-06-2025,3,2,"dashboard, setup"
4093,Develop notification system,Alice,UI/UX,Medium,Pending,26-08-2025,28-08-2025,7,,"payment, testing"
4094,Improve page load performance,Eve,Data,Low,In Progress,22-06-2025,10-07-2025,12,,db
4095,Setup project database,Frank,DevOps,Medium,Pending,19-05-2025,05-06-2025,13,,db
4096,Conduct code review,Alice,DevOps,Medium,Pending,14-07-2025,01-08-2025,16,,"design, backend, payment"
4097,Setup CI/CD pipeline,Alice,QA,Medium,Completed,21-07-2025,11-08-2025,9,3,"deployment, frontend, payment"
4098,Create marketing landing page,Grace,Data,High,In Progress,18-08-2025,22-08-2025,3,,"optimization, frontend"
4099,Design login page,Eve,Mobile,High,Pending,29-06-2025,03-07-2025,16,,"deployment, payment, dashboard"
4100,Implement user authentication API,Carol,Mobile,Medium,In Progress,14-09-2025,02-10-2025,8,,design
4101,Enhance security for API,David,Mobile,Medium,In Progress,31-08-2025,06-09-2025,9,,deployment
4102,Create dashboard UI,Hannah,Mobile,High,In Progress,07-09-2025,20-09-2025,11,,"optimization, deployment"
4103,Conduct code review,Alice,QA,Medium,In Progress,10-10-2025,11-10-2025,6,,setup
4104,Optimize database queries,Bob,DevOps,Low,Pending,02-10-2025,17-10-2025,13,,"optimization, design"
4105,Integrate payment gateway,Hannah,QA,High,In Progress,19-07-2025,30-07-2025,10,,testing
4106,Write unit tests for backend,David,Backend,High,Pending,28-06-2025,04-07-2025,11,,"db, payment, deployment"
4107,Update mobile app UI,Bob,DevOps,Medium,Completed,09-06-2025,10-06-2025,12,7,"feedback, frontend, optimization"
4108,Create dashboard UI,Bob,QA,High,Completed,30-04-2025,20-05-2025,7,1,"frontend, api, optimization"
4109,Prepare deployment scripts,Alice,Data,Medium,In Progress,18-09-2025,26-09-2025,15,,"testing, setup, backend"
4110,Create dashboard UI,Carol,QA,High,In Progress,08-09-2025,16-09-2025,13,,api
4111,Prepare deployment scripts,Carol,QA,Low,Completed,21-07-2025,09-08-2025,8,4,"optimization, dashboard, setup"
4112,Collect user feedback,Bob,Data,High,Pending,07-10-2025,20-10-2025,12,,db
4113,Collect user feedback,Alice,QA,High,Pending,06-09-2025,19-09-2025,3,,"setup, design, integration"
4114,Implement user authentication API,David,QA,Low,Completed,24-09-2025,08-10-2025,15,4,"db, setup"
4115,Implement search functionality,Eve,DevOps,High,In Progress,21-07-2025,24-07-2025,15,,"optimization, feedback, payment"
4116,Develop notification system,Alice,DevOps,Medium,Completed,18-07-2025,24-07-2025,1,1,"testing, deployment"
4117,Develop notification system,Grace,Frontend,High,In Progress,01-06-2025,17-06-2025,11,,"design, frontend"
4118,Implement user authentication API,Hannah,Data,Medium,In Progress,28-09-2025,18-10-2025,13,,design
4119,Prepare deployment scripts,Frank,Frontend,Low,Pending,13-06-2025,26-06-2025,7,,"design, integration"
4120,Prepare deployment scripts,Hannah,DevOps,Medium,Pending,04-09-2025,08-09-2025,3,,setup
4121,Create dashboard UI,David,Frontend,Medium,Pending,03-07-2025,04-07-2025,7,,frontend
4122,Collect user feedback,Alice,QA,High,Pending,17-08-2025,18-08-2025,5,,"optimization, frontend, payment"
4123,Design login page,Bob,DevOps,Medium,Pending,22-06-2025,13-07-2025,5,,"api, deployment"
4124,Create dashboard UI,David,DevOps,Medium,Pending,12-07-2025,20-07-2025,4,,"api, backend, integration"
4125,Collect user feedback,Carol,Frontend,Medium,In Progress,26-05-2025,14-06-2025,8,,"alert, integration"
4126,Write unit tests for backend,David,Backend,Low,Pending,23-05-2025,06-06-2025,1,,setup
4127,Analyze user activity data,Frank,Backend,Medium,Pending,04-05-2025,09-05-2025,2,,"dashboard, testing"
4128,Implement search functionality,Grace,Backend,Medium,In Progress,02-07-2025,19-07-2025,15,,db
4129,Optimize database queries,David,QA,High,Pending,06-09-2025,14-09-2025,1,,"db, alert"
4130,Optimize database queries,David,Mobile,High,Completed,27-07-2025,14-08-2025,14,14,backend
4131,Analyze user activity data,Hannah,DevOps,Medium,Pending,19-08-2025,04-09-2025,2,,testing
4132,Optimize database queries,Frank,Mobile,Medium,In Progress,01-10-2025,14-10-2025,15,,backend
4133,Fix bug in login module,Alice,QA,High,In Progress,16-05-2025,31-05-2025,2,,db
4134,Create dashboard UI,David,QA,Medium,Pending,19-07-2025,31-07-2025,5,,"optimization, backend, payment"
4135,Implement user authentication API,David,Backend,Medium,Pending,20-04-2025,23-04-2025,5,,db
4136,Setup project database,Alice,Data,Medium,Pending,02-09-2025,19-09-2025,7,,"deployment, testing"
4137,Integrate payment gateway,Carol,UI/UX,Low,In Progress,10-06-2025,14-06-2025,11,,"db, design"
4138,Prepare deployment scripts,Carol,Mobile,High,In Progress,12-07-2025,17-07-2025,12,,setup
4139,Create marketing landing page,Bob,Backend,High,In Progress,30-09-2025,18-10-2025,13,,"optimization, design"
4140,Create marketing landing page,Carol,QA,Medium,Pending,07-09-2025,22-09-2025,13,,"dashboard, alert, optimization"
4141,Implement search functionality,Frank,Frontend,Low,In Progress,23-07-2025,09-08-2025,7,,db
4142,Improve page load performance,Eve,Data,High,In Progress,28-05-2025,05-06-2025,16,,"design, payment, setup"
4143,Write unit tests for backend,Alice,Frontend,Medium,Pending,07-08-2025,17-08-2025,4,,integration
4144,Create dashboard UI,Grace,Backend,High,Pending,20-07-2025,02-08-2025,16,,"deployment, setup"
4145,Collect user feedback,Eve,Frontend,Medium,Completed,27-06-2025,17-07-2025,13,5,"testing, integration"
4146,Improve page load performance,Carol,Backend,High,Pending,06-09-2025,12-09-2025,16,,"setup, deployment"
4147,Design login page,Hannah,QA,Medium,In Progress,26-06-2025,10-07-2025,7,,"alert, integration"
4148,Optimize database queries,Grace,QA,Medium,Pending,18-06-2025,25-06-2025,13,,optimization
4149,Create dashboard UI,Carol,QA,Low,In Progress,06-06-2025,27-06-2025,16,,testing
4150,Conduct code review,Carol,Mobile,Medium,In Progress,04-06-2025,17-06-2025,13,,"setup, db"
4151,Enhance security for API,Hannah,QA,High,Completed,26-08-2025,05-09-2025,5,2,"frontend, dashboard, optimization"
4152,Design login page,Frank,Data,High,In Progress,15-09-2025,16-09-2025,5,,"dashboard, backend, api"
4153,Design login page,Alice,Mobile,High,In Progress,20-05-2025,27-05-2025,11,,"integration, api, deployment"
4154,Fix bug in login module,Grace,DevOps,High,Completed,08-10-2025,22-10-2025,10,7,"db, deployment, payment"
4155,Conduct code review,Alice,UI/UX,Medium,In Progress,16-06-2025,29-06-2025,15,,"backend, alert"
4156,Design login page,Hannah,UI/UX,High,Pending,16-08-2025,28-08-2025,9,,"backend, optimization, design"
4157,Create dashboard UI,Frank,UI/UX,High,In Progress,02-08-2025,16-08-2025,3,,"backend, setup, testing"
4158,Enhance security for API,Grace,Mobile,Low,Completed,26-08-2025,12-09-2025,15,7,"api, db, setup"
4159,Optimize database queries,Alice,UI/UX,High,Pending,07-08-2025,12-08-2025,5,,"payment, api, frontend"
4160,Setup project database,Carol,QA,Medium,In Progress,05-08-2025,12-08-2025,10,,dashboard
4161,Create dashboard UI,Eve,DevOps,High,Completed,29-05-2025,11-06-2025,12,1,"integration, testing, design"
4162,Write unit tests for backend,Grace,QA,Medium,Pending,04-09-2025,06-09-2025,3,,integration
4163,Prepare deployment scripts,Eve,Mobile,Medium,Completed,26-04-2025,01-05-2025,5,2,"deployment, optimization"
4164,Fix bug in login module,Frank,Backend,Medium,In Progress,07-07-2025,16-07-2025,2,,"deployment, design"
4165,Develop notification system,David,Frontend,High,Pending,17-06-2025,19-06-2025,10,,"deployment, alert"
4166,Prepare deployment scripts,Frank,DevOps,Medium,Completed,02-08-2025,22-08-2025,4,4,testing
4167,Integrate payment gateway,David,DevOps,Low,In Progress,23-05-2025,03-06-2025,10,,"optimization, dashboard"
4168,Enhance security for API,Frank,Frontend,High,Pending,04-10-2025,06-10-2025,13,,"deployment, feedback"
4169,Create marketing landing page,Carol,UI/UX,Medium,Pending,26-08-2025,10-09-2025,11,,"payment, feedback"
4170,Write unit tests for backend,Bob,QA,Low,In Progress,12-06-2025,30-06-2025,1,,"payment, deployment"
4171,Conduct code review,Frank,DevOps,Medium,Pending,30-04-2025,12-05-2025,15,,alert
4172,Collect user feedback,Alice,Data,Medium,In Progress,05-07-2025,24-07-2025,3,,backend
4173,Conduct code review,Grace,Backend,Medium,In Progress,23-06-2025,14-07-2025,12,,"integration, db, setup"
4174,Update mobile app UI,Hannah,QA,High,Pending,12-05-2025,27-05-2025,4,,"backend, optimization, setup"
4175,Collect user feedback,Frank,DevOps,Medium,In Progress,11-05-2025,18-05-2025,12,,"api, backend, deployment"
4176,Develop notification system,Grace,QA,Medium,In Progress,15-04-2025,16-04-2025,3,,alert
4177,Deploy application to staging,Frank,QA,High,Completed,22-04-2025,03-05-2025,16,9,payment
4178,Implement search functionality,Alice,Backend,Medium,In Progress,20-08-2025,21-08-2025,14,,"integration, alert"
4179,Setup project database,Grace,DevOps,Low,In Progress,10-06-2025,23-06-2025,15,,"alert, integration"
4180,Create dashboard UI,Alice,Frontend,Low,Pending,26-06-2025,06-07-2025,2,,"db, optimization, backend"
4181,Create dashboard UI,Grace,Data,Medium,In Progress,22-08-2025,07-09-2025,11,,api
4182,Integrate payment gateway,Alice,DevOps,High,Pending,20-09-2025,24-09-2025,10,,payment
4183,Conduct code review,Eve,Mobile,High,In Progress,01-08-2025,12-08-2025,5,,"optimization, design, alert"
4184,Fix bug in login module,David,DevOps,High,Pending,21-08-2025,08-09-2025,14,,"backend, setup, integration"
4185,Fix bug in login module,Carol,Backend,Medium,Completed,06-06-2025,23-06-2025,13,10,"dashboard, optimization, api"
4186,Write unit tests for backend,David,Mobile,Low,In Progress,12-07-2025,21-07-2025,1,,"design, optimization"
4187,Analyze user activity data,Grace,DevOps,Medium,In Progress,07-08-2025,28-08-2025,3,,"integration, payment, design"
4188,Enhance security for API,Carol,Backend,Medium,In Progress,01-08-2025,12-08-2025,13,,dashboard
4189,Conduct code review,Eve,Backend,High,Pending,29-05-2025,19-06-2025,16,,"alert, db, feedback"
4190,Develop notification system,David,DevOps,Medium,Pending,05-05-2025,20-05-2025,10,,"feedback, dashboard"
4191,Prepare deployment scripts,Bob,Frontend,Medium,In Progress,12-08-2025,02-09-2025,7,,"design, deployment, dashboard"
4192,Write unit tests for backend,Eve,Data,Medium,Pending,27-07-2025,15-08-2025,15,,"integration, dashboard"
4193,Setup CI/CD pipeline,Grace,DevOps,High,In Progress,24-08-2025,28-08-2025,4,,"db, testing, deployment"
4194,Fix bug in login module,Frank,Mobile,Medium,In Progress,26-06-2025,07-07-2025,13,,"backend, db, integration"
4195,Design login page,Frank,QA,Medium,In Progress,27-07-2025,15-08-2025,9,,"backend, frontend"
4196,Design login page,Alice,Frontend,Medium,Completed,10-08-2025,27-08-2025,5,1,"design, payment"
4197,Setup project database,David,DevOps,Medium,Completed,17-07-2025,19-07-2025,3,1,"testing, integration, payment"
4198,Create dashboard UI,David,QA,Medium,Pending,20-06-2025,01-07-2025,15,,optimization
4199,Implement user authentication API,Carol,Data,Low,Pending,27-08-2025,14-09-2025,2,,"alert, setup"
4200,Fix bug in login module,Hannah,Mobile,Medium,Completed,12-06-2025,19-06-2025,8,7,"payment, testing"
4201,Create marketing landing page,Alice,Mobile,High,Pending,28-09-2025,14-10-2025,12,,"payment, backend"
4202,Analyze user activity data,David,Mobile,Medium,Completed,12-09-2025,21-09-2025,11,5,"db, dashboard"
4203,Integrate payment gateway,Eve,Frontend,Medium,Pending,14-05-2025,17-05-2025,6,,"db, payment, testing"
4204,Analyze user activity data,Carol,Backend,High,Completed,19-05-2025,30-05-2025,5,2,"db, setup"
4205,Integrate payment gateway,Grace,Frontend,Low,Pending,19-08-2025,06-09-2025,10,,payment
4206,Setup project database,Carol,Frontend,Medium,Pending,10-10-2025,13-10-2025,1,,"setup, db"
4207,Design login page,Hannah,UI/UX,High,In Progress,21-06-2025,07-07-2025,13,,api
4208,Collect user feedback,Eve,Backend,High,Pending,17-05-2025,31-05-2025,11,,db
4209,Analyze user activity data,Hannah,UI/UX,High,In Progress,30-04-2025,10-05-2025,5,,"dashboard, deployment"
4210,Integrate payment gateway,Alice,QA,Medium,In Progress,02-05-2025,23-05-2025,6,,payment
4211,Setup project database,Carol,DevOps,Medium,Pending,16-09-2025,29-09-2025,15,,"design, setup, alert"
4212,Design login page,Eve,Backend,Medium,Completed,10-09-2025,20-09-2025,15,8,optimization
4213,Enhance security for API,Hannah,UI/UX,High,Pending,18-08-2025,21-08-2025,13,,"feedback, frontend"
4214,Write unit tests for backend,Eve,UI/UX,Low,In Progress,25-06-2025,15-07-2025,14,,"payment, design, setup"
4215,Optimize database queries,Hannah,Data,Medium,Completed,19-08-2025,21-08-2025,2,2,"integration, optimization, testing"
4216,Prepare deployment scripts,Alice,Mobile,High,Pending,06-06-2025,08-06-2025,12,,"db, backend, alert"
4217,Deploy application to staging,Eve,Mobile,High,In Progress,29-09-2025,20-10-2025,15,,api
4218,Implement user authentication API,David,Mobile,Medium,Pending,20-05-2025,02-06-2025,16,,"feedback, backend"
4219,Optimize database queries,Bob,Frontend,Medium,Pending,10-05-2025,29-05-2025,4,,"setup, payment"
4220,Analyze user activity data,Eve,QA,Medium,In Progress,23-09-2025,05-10-2025,8,,"optimization, backend, setup"
4221,Create marketing landing page,Eve,QA,Low,Pending,26-06-2025,06-07-2025,11,,frontend
4222,Setup project database,Frank,DevOps,High,Pending,28-09-2025,18-10-2025,14,,"feedback, integration"
4223,Design login page,Eve,Frontend,High,In Progress,07-08-2025,20-08-2025,16,,dashboard
4224,Implement search functionality,Carol,Backend,Medium,Pending,12-05-2025,22-05-2025,5,,"frontend, integration, deployment"
4225,Design login page,Carol,Mobile,Medium,In Progress,28-07-2025,18-08-2025,7,,"setup, alert"
4226,Create dashboard UI,Hannah,UI/UX,High,Pending,11-09-2025,18-09-2025,4,,api
4227,Setup CI/CD pipeline,Alice,QA,Medium,Completed,19-09-2025,02-10-2025,2,1,"design, alert, payment"
4228,Write unit tests for backend,Hannah,DevOps,High,Completed,21-04-2025,29-04-2025,7,2,"design, payment"
4229,Prepare deployment scripts,Carol,Frontend,High,Pending,03-07-2025,16-07-2025,15,,"payment, dashboard, deployment"
4230,Conduct code review,Grace,Frontend,Medium,In Progress,01-05-2025,07-05-2025,5,,"deployment, alert"
4231,Enhance security for API,Bob,QA,Medium,In Progress,25-07-2025,06-08-2025,13,,"testing, optimization, integration"
4232,Collect user feedback,Hannah,Data,Low,In Progress,28-06-2025,17-07-2025,12,,db
4233,Optimize database queries,Grace,Backend,Low,In Progress,07-08-2025,22-08-2025,9,,design
4234,Enhance security for API,Alice,Frontend,Medium,Pending,21-08-2025,06-09-2025,4,,"payment, testing, integration"
4235,Fix bug in login module,Carol,Backend,Medium,Completed,06-05-2025,08-05-2025,12,1,"integration, backend, design"
4236,Deploy application to staging,David,Data,High,Pending,29-08-2025,04-09-2025,9,,"setup, dashboard, integration"
4237,Fix bug in login module,Frank,Mobile,Medium,In Progress,03-10-2025,09-10-2025,13,,"db, design, feedback"
4238,Prepare deployment scripts,Bob,UI/UX,Medium,In Progress,18-04-2025,05-05-2025,13,,feedback
4239,Write unit tests for backend,Alice,UI/UX,Medium,Pending,26-07-2025,07-08-2025,9,,"alert, design"
4240,Create marketing landing page,Frank,Data,Medium,Pending,18-08-2025,26-08-2025,4,,feedback
4241,Write unit tests for backend,Bob,Frontend,High,Pending,21-08-2025,23-08-2025,2,,"feedback, design, integration"
4242,Develop notification system,Eve,DevOps,High,Pending,09-09-2025,15-09-2025,4,,"optimization, backend"
4243,Improve page load performance,Carol,DevOps,Low,Pending,26-05-2025,15-06-2025,10,,"design, frontend, testing"
4244,Collect user feedback,Carol,Backend,Medium,Pending,21-09-2025,12-10-2025,2,,"api, optimization, alert"
4245,Update mobile app UI,David,QA,Low,Pending,02-06-2025,19-06-2025,2,,"deployment, db, optimization"
4246,Integrate payment gateway,Grace,Data,Medium,In Progress,14-05-2025,19-05-2025,4,,"frontend, deployment"
4247,Setup CI/CD pipeline,Eve,Data,High,Completed,05-09-2025,09-09-2025,7,2,"testing, alert"
4248,Create dashboard UI,David,UI/UX,High,In Progress,30-07-2025,12-08-2025,13,,payment
4249,Develop notification system,Carol,Data,High,Pending,21-06-2025,02-07-2025,11,,"design, api, db"
4250,Deploy application to staging,Frank,QA,High,Pending,12-06-2025,29-06-2025,12,,"feedback, testing"
4251,Write unit tests for backend,Hannah,DevOps,Medium,Pending,18-05-2025,22-05-2025,16,,integration
4252,Integrate payment gateway,Hannah,DevOps,Medium,Completed,03-10-2025,21-10-2025,11,4,"alert, integration, payment"
4253,Implement user authentication API,Bob,UI/UX,Medium,Completed,30-05-2025,18-06-2025,10,2,setup
4254,Fix bug in login module,Eve,Mobile,Low,Pending,25-05-2025,30-05-2025,3,,"setup, backend"
4255,Optimize database queries,Carol,UI/UX,High,Completed,28-04-2025,19-05-2025,12,10,"api, dashboard"
4256,Collect user feedback,Alice,UI/UX,Medium,Pending,09-09-2025,10-09-2025,7,,"testing, optimization"
4257,Create marketing landing page,David,QA,Medium,In Progress,03-09-2025,23-09-2025,10,,dashboard
4258,Collect user feedback,Alice,Data,Medium,Completed,13-06-2025,19-06-2025,15,4,backend
4259,Prepare deployment scripts,Frank,QA,Medium,Pending,02-05-2025,19-05-2025,12,,frontend
4260,Setup project database,Alice,Data,High,In Progress,22-07-2025,09-08-2025,15,,optimization
4261,Setup project database,Alice,UI/UX,High,Pending,10-08-2025,28-08-2025,13,,alert
4262,Create marketing landing page,Frank,DevOps,Medium,Pending,01-10-2025,09-10-2025,8,,api
4263,Design login page,Frank,Data,Medium,Completed,11-07-2025,15-07-2025,8,3,db
4264,Improve page load performance,Alice,UI/UX,High,Pending,20-06-2025,25-06-2025,7,,feedback
4265,Improve page load performance,David,Backend,Medium,Completed,03-09-2025,23-09-2025,5,3,"frontend, dashboard, alert"
4266,Develop notification system,Eve,Frontend,High,Pending,04-07-2025,18-07-2025,2,,deployment
4267,Collect user feedback,David,Data,Medium,Completed,26-07-2025,03-08-2025,8,1,alert
4268,Optimize database queries,Hannah,Backend,Medium,Pending,10-09-2025,13-09-2025,1,,testing
4269,Update mobile app UI,Eve,UI/UX,Low,Pending,07-09-2025,11-09-2025,9,,"api, design, testing"
4270,Update mobile app UI,Carol,Backend,Medium,Completed,05-08-2025,24-08-2025,15,15,"dashboard, alert, payment"
4271,Conduct code review,Grace,Backend,Medium,Pending,19-07-2025,28-07-2025,8,,db
4272,Improve page load performance,Frank,QA,High,In Progress,26-05-2025,31-05-2025,9,,"frontend, integration, optimization"
4273,Setup CI/CD pipeline,David,DevOps,High,Pending,01-07-2025,09-07-2025,11,,design
4274,Create marketing landing page,Eve,QA,Medium,In Progress,20-04-2025,07-05-2025,9,,"feedback, payment"
4275,Enhance security for API,Alice,QA,Medium,Completed,08-09-2025,16-09-2025,2,1,"feedback, design, optimization"
4276,Implement search functionality,Carol,Frontend,Medium,In Progress,24-04-2025,03-05-2025,5,,"design, backend"
4277,Design login page,Bob,Data,High,Pending,29-07-2025,16-08-2025,15,,"setup, testing, deployment"
4278,Conduct code review,Hannah,Frontend,Medium,In Progress,02-06-2025,11-06-2025,12,,"deployment, feedback, design"
4279,Update mobile app UI,Frank,DevOps,High,Pending,17-07-2025,27-07-2025,5,,"alert, deployment, testing"
4280,Setup project database,Eve,QA,Medium,Completed,16-09-2025,20-09-2025,11,8,"backend, db"
4281,Collect user feedback,Carol,Backend,Medium,In Progress,14-09-2025,30-09-2025,16,,alert
4282,Optimize database queries,Carol,Mobile,Low,Completed,04-10-2025,14-10-2025,16,14,"frontend, feedback, integration"
4283,Setup CI/CD pipeline,David,Data,High,In Progress,25-09-2025,09-10-2025,12,,payment
4284,Collect user feedback,Carol,QA,Low,Completed,05-09-2025,17-09-2025,4,3,payment
4285,Create marketing landing page,Alice,Data,Medium,Completed,19-06-2025,29-06-2025,13,9,testing
4286,Prepare deployment scripts,Eve,Frontend,High,In Progress,12-06-2025,28-06-2025,2,,optimization
4287,Deploy application to staging,Bob,Frontend,Medium,Pending,18-07-2025,07-08-2025,13,,api
4288,Write unit tests for backend,Alice,Mobile,Medium,Completed,30-09-2025,16-10-2025,5,2,alert
4289,Prepare deployment scripts,Eve,Mobile,Low,Completed,25-09-2025,15-10-2025,11,11,setup
4290,Develop notification system,David,Frontend,Medium,In Progress,14-08-2025,18-08-2025,2,,alert
4291,Create dashboard UI,Alice,DevOps,Medium,In Progress,10-05-2025,20-05-2025,12,,integration
4292,Conduct code review,Grace,Frontend,High,Pending,30-06-2025,16-07-2025,10,,db
4293,Fix bug in login module,Alice,UI/UX,High,Pending,25-08-2025,06-09-2025,4,,"testing, frontend, backend"
4294,Deploy application to staging,Bob,UI/UX,Medium,Pending,13-08-2025,15-08-2025,11,,"feedback, alert, backend"
4295,Design login page,Alice,QA,Low,Completed,15-05-2025,20-05-2025,3,1,"feedback, alert"
